order_item_id,order_id,menu_id,quantity
216,2753,145,3
217,16509,102,3
218,5277,1,3
219,15805,313,3
220,13715,143,1
221,5614,338,3
222,10033,15,1
223,15597,126,1
224,11023,152,2
225,6592,72,1
226,9923,52,2
227,5429,72,1
228,13816,276,1
229,2668,394,2
230,8208,190,2
231,18684,314,2
232,12232,417,2
233,16220,141,2
234,2424,31,1
235,15144,11,1
236,11489,260,3
237,16145,443,2
238,16770,114,2
239,17059,20,3
240,13916,356,2
241,18822,365,3
242,8426,303,1
243,18345,136,3
244,5644,202,3
245,3460,321,3
246,4886,56,3
247,17423,347,4
248,6007,448,2
249,15563,253,1
250,7696,287,3
251,2139,366,3
252,17747,255,3
253,7929,136,3
254,1206,367,4
255,10857,181,1
256,14132,480,3
257,11722,77,1
258,8467,275,1
259,899,148,4
260,14659,221,2
261,9832,252,1
262,10493,197,4
263,18161,60,2
264,14838,259,4
265,10934,145,2
266,2343,207,1
267,19839,78,3
268,1797,338,2
269,4867,47,3
270,4980,456,3
271,7491,376,4
272,17876,180,4
273,17869,269,4
274,13168,463,3
275,9726,208,2
276,3337,31,4
277,18153,59,1
278,7589,142,4
279,4684,416,2
280,2934,152,3
281,1607,131,1
282,4081,379,2
283,5131,282,1
284,16333,177,3
285,4519,31,2
286,17434,320,4
287,18242,235,4
288,10387,487,4
289,428,207,1
290,19894,401,2
291,178,243,2
292,1481,173,2
293,247,92,4
294,4415,399,4
295,17120,458,3
296,2816,359,1
297,16281,99,3
298,17928,270,1
299,19014,249,4
300,10989,210,1
301,17942,106,4
302,11924,463,4
303,18105,372,4
304,7086,433,2
305,15584,312,3
306,8955,105,2
307,18482,378,3
308,6719,311,1
309,5664,433,3
310,13006,246,4
311,14665,398,2
312,9091,405,4
313,8969,113,4
314,19886,93,2
315,19879,377,1
316,9397,59,4
317,5865,459,2
318,17756,171,4
319,10323,294,2
320,18817,174,3
321,3942,412,3
322,6009,47,2
323,16753,261,3
324,1,358,3
325,4901,493,2
326,16563,20,4
327,18566,407,4
328,6346,444,3
329,11408,16,2
330,10904,122,3
331,12543,292,3
332,8461,467,2
333,11110,428,2
334,731,276,2
335,17549,356,4
336,5471,262,2
337,13437,156,4
338,18906,115,3
339,19470,416,3
340,10349,256,2
341,7989,262,4
342,19824,118,1
343,12266,257,4
344,6364,335,3
345,5116,487,1
346,10409,148,4
347,1979,481,2
348,3642,64,3
349,12002,362,3
350,6661,266,2
351,16181,451,4
352,11392,189,4
353,11172,487,4
354,8848,405,2
355,13058,442,1
356,1083,273,4
357,19289,120,2
358,18908,324,4
359,18206,128,2
360,5459,402,2
361,5776,101,4
362,11603,124,3
363,3356,26,1
364,3976,146,2
365,8192,240,1
366,17030,157,3
367,9135,87,2
368,12156,63,1
369,7250,370,3
370,7778,336,3
371,418,124,3
372,168,224,2
373,9172,262,2
374,5068,45,1
375,9743,254,2
376,5013,58,1
377,16248,218,4
378,14348,78,4
379,6141,2,1
380,6079,70,3
381,15187,27,1
382,16616,94,3
383,17980,89,1
384,6713,6,3
385,16866,366,3
386,4108,121,3
387,3829,468,2
388,1411,109,3
389,16770,192,1
390,8249,198,2
391,18406,247,2
392,6062,181,4
393,5530,21,3
394,451,43,4
395,11493,159,3
396,18400,224,4
397,16172,154,1
398,51,232,3
399,1909,200,1
400,223,329,3
401,5207,391,2
402,18199,34,4
403,6758,247,2
404,17439,345,4
405,19395,24,2
406,8353,313,1
407,4228,231,1
408,7343,216,4
409,1700,302,3
410,5766,154,1
411,7827,209,3
412,5576,48,4
413,14408,132,1
414,12599,157,1
415,15395,189,4
416,1774,455,1
417,3791,293,1
418,8570,23,2
419,4566,4,3
420,6370,292,2
421,11382,142,1
422,3146,432,2
423,17483,432,3
424,19401,441,4
425,19769,13,4
426,131,498,3
427,9636,463,4
428,5307,211,3
429,1898,85,4
430,11683,213,2
431,7256,19,3
432,17295,169,2
433,303,105,2
434,11244,358,4
435,12615,192,1
436,17723,156,2
437,16752,189,3
438,1289,378,4
439,2765,313,1
440,11136,159,3
441,15604,205,4
442,1995,53,1
443,1616,464,3
444,3979,480,3
445,18803,198,4
446,6487,414,3
447,13048,141,2
448,12027,236,1
449,9773,168,1
450,7937,444,4
451,4829,171,1
452,4668,301,1
453,786,133,1
454,4251,199,2
455,5465,386,2
456,1624,394,4
457,2048,375,1
458,9422,55,1
459,5163,364,2
460,9188,6,2
461,13258,278,2
462,12479,145,1
463,4993,145,2
464,2752,71,1
465,5807,267,2
466,2876,491,3
467,18864,157,2
468,77,306,1
469,17262,17,1
470,2719,29,3
471,18639,113,2
472,13736,442,3
473,10959,274,3
474,12986,48,4
475,7690,274,2
476,12248,289,3
477,2412,35,2
478,8356,483,2
479,9629,116,4
480,11352,498,4
481,7559,225,1
482,8016,380,4
483,16057,55,2
484,11420,127,1
485,14675,316,4
486,2868,480,2
487,8886,348,1
488,7533,352,3
489,14220,379,4
490,19106,16,1
491,19470,402,2
492,15694,298,2
493,830,323,1
494,14539,366,2
495,14521,476,4
496,17996,359,2
497,16631,425,3
498,9315,111,4
499,9252,131,2
500,6249,276,4
501,13792,34,1
502,13269,360,4
503,17599,287,3
504,2405,276,3
505,15955,404,2
506,12893,25,3
507,8575,163,2
508,15243,57,3
509,9267,342,3
510,3119,140,3
511,18802,122,4
512,13052,424,3
513,6036,293,1
514,19840,198,4
515,8135,1,1
516,14185,158,3
517,15151,158,3
518,1807,59,3
519,1308,87,3
520,515,345,2
521,2453,480,4
522,18506,473,1
523,1705,346,3
524,5791,424,4
525,2690,149,1
526,178,119,2
527,11638,437,2
528,13391,194,4
529,8678,482,3
530,10164,315,1
531,2213,294,2
532,17701,489,3
533,15211,396,4
534,18413,272,4
535,5875,67,3
536,12585,158,1
537,19809,75,2
538,17348,317,2
539,7853,349,2
540,4645,122,2
541,2049,260,2
542,10207,106,1
543,2266,491,3
544,15461,56,2
545,13544,61,3
546,1188,181,3
547,16311,178,3
548,11452,42,3
549,11687,21,3
550,2318,473,4
551,10219,344,3
552,14140,407,1
553,12881,186,1
554,15448,187,1
555,19522,381,3
556,19800,104,4
557,19105,473,3
558,13277,14,2
559,1312,376,1
560,43,33,2
561,14612,109,2
562,6131,209,3
563,15707,482,4
564,14502,131,3
565,12125,309,3
566,11878,367,4
567,10025,284,1
568,1582,170,2
569,5379,494,4
570,4030,202,1
571,11314,63,4
572,19016,270,1
573,9280,77,2
574,9779,69,3
575,17188,421,1
576,5088,188,2
577,808,295,4
578,19861,262,1
579,6364,256,1
580,16399,269,2
581,910,59,2
582,12064,281,1
583,16152,62,1
584,18051,237,1
585,4784,156,2
586,14377,187,4
587,13113,293,3
588,614,107,2
589,12291,402,1
590,18482,13,3
591,981,213,2
592,19049,206,2
593,5072,304,3
594,15325,12,2
595,14182,338,1
596,734,446,2
597,15157,447,1
598,1905,436,1
599,8759,206,2
600,10016,231,2
601,8862,492,1
602,5813,384,4
603,16137,72,4
604,5123,143,4
605,4630,289,1
606,7953,256,4
607,480,233,3
608,9774,453,4
609,5224,67,3
610,7430,152,1
611,11029,325,3
612,3749,485,2
613,16275,63,3
614,6953,167,2
615,1196,216,3
616,5229,305,3
617,19691,465,3
618,19612,252,3
619,2647,238,1
620,6497,193,3
621,10621,328,1
622,9506,41,2
623,13258,356,1
624,9432,389,3
625,5958,166,2
626,8584,220,4
627,4449,377,1
628,7594,294,3
629,19567,282,4
630,6624,143,2
631,17468,451,2
632,11779,486,1
633,6152,189,4
634,5185,329,4
635,13320,270,1
636,4877,92,4
637,9065,420,1
638,16639,365,1
639,18038,145,2
640,3615,428,3
641,4295,272,2
642,10116,200,4
643,16178,155,1
644,19567,150,1
645,16073,397,1
646,18121,316,3
647,18601,496,1
648,11688,379,4
649,120,401,3
650,19562,431,3
651,4993,366,3
652,8186,144,4
653,12092,34,2
654,13395,20,4
655,10531,170,3
656,7214,475,1
657,17373,139,1
658,17416,105,1
659,19520,350,4
660,1167,339,2
661,5732,226,1
662,9721,452,2
663,10651,433,4
664,6983,459,4
665,1711,81,3
666,5023,285,4
667,15271,372,2
668,70,82,1
669,10276,454,4
670,5780,150,4
671,3521,167,2
672,19512,328,1
673,8778,36,1
674,6271,497,4
675,8098,375,2
676,19528,170,4
677,10743,318,1
678,7666,81,4
679,18512,3,4
680,11471,30,1
681,8648,14,1
682,18342,22,1
683,18334,11,3
684,19440,460,4
685,14733,32,2
686,2473,386,1
687,14623,355,2
688,11810,332,4
689,6549,388,2
690,494,323,1
691,10319,296,3
692,6617,382,3
693,11722,428,2
694,1991,275,3
695,4732,408,4
696,15497,278,1
697,8523,497,2
698,605,294,1
699,2957,133,2
700,3586,370,2
701,5272,347,3
702,18947,368,3
703,11356,177,4
704,2761,272,2
705,3145,59,3
706,17539,6,4
707,12488,111,1
708,9209,1,4
709,7482,110,1
710,8145,128,3
711,5114,304,3
712,2655,415,4
713,872,340,3
714,289,114,2
715,9602,452,3
716,10166,367,1
717,3335,389,3
718,5196,442,1
719,5793,133,2
720,18018,5,3
721,15392,175,4
722,15499,131,2
723,17037,355,1
724,11595,18,2
725,7011,366,4
726,7225,21,3
727,12974,378,4
728,10520,210,3
729,335,208,2
730,19320,199,2
731,4272,330,2
732,14477,71,2
733,14096,198,2
734,5717,492,2
735,15051,347,2
736,17806,284,2
737,3044,163,2
738,14544,411,4
739,14462,33,4
740,16910,485,3
741,5959,71,4
742,10883,246,1
743,15364,377,3
744,18593,79,2
745,16220,467,3
746,15387,487,3
747,11562,73,1
748,15439,163,1
749,15729,147,4
750,3230,237,3
751,10755,61,2
752,14085,308,4
753,14403,3,1
754,3319,108,3
755,9631,486,3
756,6395,110,4
757,9277,482,1
758,18602,493,3
759,1280,129,1
760,16030,120,3
761,15559,151,1
762,10001,233,2
763,18187,36,2
764,5733,402,3
765,7004,350,3
766,2961,297,1
767,11728,399,1
768,14507,254,2
769,6538,473,2
770,2952,269,3
771,12344,311,2
772,3110,82,1
773,18010,348,1
774,7197,279,4
775,7464,301,3
776,17516,40,4
777,7424,335,1
778,14938,159,1
779,10677,216,3
780,16026,171,1
781,19559,467,2
782,4428,325,3
783,8074,179,1
784,11798,92,4
785,17813,259,1
786,14519,282,3
787,19238,49,3
788,3016,457,1
789,18233,479,4
790,3885,178,2
791,19288,371,1
792,17485,306,1
793,5167,305,2
794,15637,130,1
795,6515,258,3
796,8764,72,3
797,19825,293,3
798,8673,238,2
799,8737,468,2
800,7389,154,3
801,17217,407,2
802,12033,11,4
803,10424,91,1
804,12513,79,1
805,13965,199,4
806,14981,324,4
807,12045,74,1
808,2337,312,2
809,5178,90,1
810,9719,351,4
811,7960,477,2
812,19462,170,1
813,1212,342,4
814,18484,388,4
815,10331,38,1
816,15768,161,3
817,4963,238,1
818,4444,156,1
819,13745,7,4
820,2921,318,4
821,529,479,1
822,4522,58,2
823,11663,128,1
824,3627,221,3
825,8295,282,4
826,8320,472,2
827,15980,445,2
828,17683,24,3
829,13743,392,2
830,11803,316,2
831,10955,414,2
832,8154,136,1
833,3570,500,4
834,916,226,2
835,4523,127,2
836,16566,272,2
837,19521,85,4
838,3534,133,4
839,19087,164,3
840,12741,319,4
841,12329,458,4
842,3959,422,2
843,2858,358,4
844,15501,497,4
845,2832,370,2
846,4941,490,2
847,2477,59,3
848,2567,381,3
849,9123,90,1
850,1563,333,4
851,12577,296,4
852,13311,274,3
853,8631,345,3
854,17506,258,1
855,16066,81,3
856,5213,385,3
857,1097,426,3
858,16324,53,2
859,3892,51,1
860,98,209,4
861,6416,407,2
862,8478,474,3
863,17705,226,2
864,13569,121,2
865,2195,130,4
866,454,48,3
867,10156,378,2
868,2638,150,1
869,2541,462,2
870,17780,364,2
871,13375,169,1
872,15998,29,2
873,6742,454,1
874,5445,89,2
875,14918,102,4
876,8913,133,2
877,1055,384,2
878,13550,259,4
879,19558,365,2
880,17991,262,3
881,11670,218,4
882,482,448,3
883,5496,267,2
884,18503,123,2
885,14577,299,4
886,8990,411,4
887,9382,462,2
888,8379,347,4
889,467,335,1
890,9545,148,3
891,13566,93,1
892,2410,461,4
893,8707,302,3
894,10716,254,1
895,754,112,2
896,4381,410,4
897,15739,396,1
898,428,148,3
899,18507,205,4
900,8649,296,1
901,4604,340,1
902,96,89,1
903,4322,421,2
904,16427,291,4
905,15317,489,2
906,18093,383,4
907,10585,201,3
908,15784,128,3
909,2226,385,2
910,2721,400,4
911,7260,261,3
912,2530,491,2
913,8468,10,4
914,8152,220,2
915,9841,187,3
916,8924,238,4
917,14778,412,1
918,18588,98,1
919,10355,400,2
920,14905,484,2
921,19751,428,4
922,9565,329,4
923,16084,207,2
924,18405,168,3
925,15668,319,1
926,3688,126,1
927,19932,497,4
928,17880,336,3
929,15444,377,2
930,15050,55,1
931,17840,442,3
932,3749,243,2
933,9468,478,1
934,15481,454,4
935,19559,11,3
936,4504,391,1
937,18038,127,1
938,19705,211,2
939,9115,413,2
940,5969,497,3
941,8273,472,1
942,6195,401,3
943,112,433,3
944,17655,260,1
945,17019,333,4
946,6911,397,1
947,12041,400,1
948,18869,338,1
949,10454,197,2
950,19140,489,2
951,14609,133,2
952,19044,351,1
953,4358,98,1
954,15749,54,4
955,3525,94,1
956,5461,218,1
957,3694,216,2
958,8777,443,1
959,4703,223,4
960,7842,73,3
961,15211,416,2
962,10412,47,1
963,17116,107,1
964,2524,438,4
965,11817,271,1
966,1039,230,4
967,17848,365,1
968,18822,133,2
969,15484,219,4
970,7931,136,4
971,18126,474,1
972,17573,400,4
973,3251,14,4
974,14488,426,1
975,14551,196,1
976,6329,158,4
977,55,290,1
978,7691,233,2
979,11273,366,1
980,4033,394,3
981,2107,46,2
982,4142,25,4
983,1622,487,3
984,11574,54,2
985,19069,64,2
986,19908,479,3
987,5421,319,4
988,11323,187,3
989,7286,322,1
990,9498,287,1
991,6871,169,3
992,14969,473,2
993,8989,44,4
994,2526,20,2
995,754,490,3
996,17982,46,3
997,16178,346,2
998,2209,115,3
999,7136,2,3
1000,14143,383,1
1001,11272,222,4
1002,14713,212,1
1003,18219,73,2
1004,5266,192,2
1005,2608,105,3
1006,15034,125,3
1007,18283,195,3
1008,3111,347,1
1009,7008,390,2
1010,17117,469,1
1011,7975,261,2
1012,15162,348,1
1013,10883,247,1
1014,19512,193,2
1015,17721,200,4
1016,10294,307,2
1017,10856,423,1
1018,11481,97,1
1019,2367,131,3
1020,14250,120,4
1021,17871,82,2
1022,17168,169,3
1023,16341,488,4
1024,10985,191,1
1025,17366,143,2
1026,16092,460,1
1027,16635,498,2
1028,12504,32,4
1029,15900,302,1
1030,16956,355,4
1031,1147,364,1
1032,3688,293,1
1033,4719,428,3
1034,12160,78,4
1035,7519,363,2
1036,11993,127,3
1037,15768,169,1
1038,669,82,4
1039,19670,265,3
1040,9871,232,3
1041,4185,73,1
1042,11335,215,2
1043,1361,21,4
1044,5340,496,1
1045,8963,366,1
1046,1349,14,1
1047,8517,185,1
1048,4190,498,2
1049,43,117,3
1050,3996,291,4
1051,1689,399,4
1052,18101,332,1
1053,12965,285,1
1054,17595,216,2
1055,18955,21,4
1056,19043,32,3
1057,15851,149,2
1058,5894,342,4
1059,15146,326,4
1060,8799,397,4
1061,12210,368,3
1062,408,207,2
1063,7715,67,4
1064,17291,69,4
1065,4240,383,2
1066,305,47,3
1067,2147,342,1
1068,16350,73,3
1069,15423,233,3
1070,7665,40,3
1071,18573,215,4
1072,15137,268,3
1073,18586,158,2
1074,15746,56,2
1075,13225,199,4
1076,12422,221,2
1077,15804,343,2
1078,1876,18,2
1079,14243,301,3
1080,8995,168,2
1081,8706,9,2
1082,16743,167,2
1083,19459,73,1
1084,13965,146,3
1085,13930,181,2
1086,3546,62,4
1087,15889,183,1
1088,13856,387,3
1089,12861,345,3
1090,12913,285,2
1091,9194,255,2
1092,9002,319,3
1093,19790,361,1
1094,2901,106,4
1095,9563,475,4
1096,13737,419,2
1097,17110,265,3
1098,3668,250,2
1099,11908,322,3
1100,15243,226,4
1101,879,40,4
1102,4803,309,1
1103,261,221,1
1104,2805,409,1
1105,14239,492,2
1106,14878,230,3
1107,5339,392,3
1108,19521,50,1
1109,7290,197,1
1110,11685,483,2
1111,7413,224,4
1112,5120,126,3
1113,18790,316,3
1114,5055,331,2
1115,2138,449,3
1116,803,278,2
1117,7817,59,2
1118,16583,500,1
1119,9903,165,1
1120,11906,393,1
1121,7220,324,2
1122,15824,297,1
1123,11264,458,2
1124,17255,18,1
1125,10218,222,2
1126,15762,233,2
1127,6323,320,2
1128,11934,175,4
1129,19065,462,3
1130,5997,408,3
1131,4336,164,2
1132,7572,314,2
1133,1233,282,3
1134,16474,352,1
1135,3614,258,3
1136,633,102,1
1137,8142,58,1
1138,1710,187,3
1139,8329,5,4
1140,19961,368,2
1141,19796,343,4
1142,9785,5,2
1143,7697,166,2
1144,4402,345,1
1145,18887,48,4
1146,11728,61,3
1147,12356,304,1
1148,1727,70,1
1149,3792,310,1
1150,17659,394,3
1151,6617,407,4
1152,8095,76,3
1153,11604,485,3
1154,17715,178,3
1155,17342,335,4
1156,16929,439,2
1157,10552,9,1
1158,16830,195,1
1159,11315,424,1
1160,990,182,4
1161,13870,387,1
1162,8304,429,1
1163,9559,187,4
1164,3378,303,1
1165,18514,332,1
1166,15341,103,2
1167,14362,317,4
1168,6228,56,1
1169,3742,169,1
1170,4770,378,4
1171,14253,175,3
1172,13205,275,3
1173,12651,174,1
1174,10782,210,4
1175,9914,13,3
1176,11723,224,3
1177,13177,28,4
1178,16252,422,3
1179,757,345,2
1180,348,432,1
1181,5684,468,4
1182,15725,316,1
1183,16412,81,3
1184,8169,362,1
1185,18464,155,4
1186,17294,435,2
1187,3053,257,4
1188,8795,300,4
1189,8891,194,4
1190,12093,313,2
1191,16981,19,2
1192,13027,266,4
1193,6562,306,4
1194,4137,473,1
1195,9936,16,3
1196,14901,373,3
1197,19914,118,2
1198,9687,326,1
1199,1559,60,3
1200,5011,11,4
1201,13076,494,2
1202,6543,463,2
1203,9096,438,4
1204,11725,87,3
1205,2327,126,3
1206,16407,461,2
1207,15393,220,2
1208,394,398,3
1209,14387,237,3
1210,15788,186,2
1211,5537,344,2
1212,5259,473,3
1213,17780,65,3
1214,10610,442,2
1215,13317,292,1
1216,17637,114,2
1217,16090,66,1
1218,9225,22,2
1219,3592,206,2
1220,8695,247,4
1221,15151,142,2
1222,11847,273,1
1223,8331,136,1
1224,8338,273,1
1225,12992,125,2
1226,10462,316,1
1227,14780,236,2
1228,17806,40,1
1229,10245,235,3
1230,5557,284,3
1231,16235,9,1
1232,7850,106,1
1233,18006,339,2
1234,18928,491,1
1235,17460,361,3
1236,8334,143,3
1237,11976,240,3
1238,6640,388,2
1239,1152,451,2
1240,16458,28,1
1241,10438,312,2
1242,18573,207,3
1243,6888,267,1
1244,7245,173,4
1245,15508,196,3
1246,5831,27,3
1247,4373,394,2
1248,9211,215,4
1249,3844,137,3
1250,963,280,4
1251,10570,168,1
1252,16478,127,4
1253,9225,342,2
1254,19800,457,2
1255,3181,83,4
1256,3699,438,2
1257,19619,127,3
1258,18137,61,2
1259,3049,247,3
1260,12386,195,1
1261,15520,443,1
1262,16635,1,1
1263,3170,45,2
1264,17531,411,3
1265,5482,494,2
1266,12307,444,4
1267,10298,70,1
1268,17912,132,3
1269,9232,278,3
1270,15349,353,3
1271,6123,383,4
1272,18714,343,2
1273,9466,137,3
1274,18837,90,1
1275,7786,396,1
1276,4910,219,3
1277,14206,253,4
1278,6066,100,2
1279,16,426,3
1280,13999,484,1
1281,2396,392,1
1282,12678,214,4
1283,8029,415,1
1284,16117,91,1
1285,4497,81,2
1286,10686,475,3
1287,6998,184,3
1288,18018,395,3
1289,18821,441,3
1290,18090,92,4
1291,17170,165,2
1292,19478,24,4
1293,2076,157,2
1294,2865,466,2
1295,19550,143,1
1296,7519,173,3
1297,11476,488,4
1298,19676,208,2
1299,12861,289,2
1300,18556,346,1
1301,5806,348,4
1302,19580,451,1
1303,2067,254,1
1304,12897,479,2
1305,613,330,2
1306,18778,349,1
1307,14231,151,3
1308,19561,333,1
1309,19708,276,4
1310,11377,55,1
1311,8658,245,3
1312,8568,122,4
1313,17398,269,3
1314,18359,139,1
1315,11681,147,2
1316,1393,234,4
1317,12411,177,2
1318,18195,342,2
1319,3156,26,1
1320,15160,258,3
1321,10641,339,1
1322,5692,400,1
1323,12276,94,4
1324,15152,23,2
1325,6330,148,1
1326,6871,130,1
1327,17160,257,2
1328,8930,496,1
1329,14395,117,1
1330,10382,299,3
1331,4069,159,3
1332,1980,31,4
1333,6682,71,1
1334,13600,452,4
1335,15041,230,2
1336,3856,278,1
1337,1873,204,4
1338,12609,169,4
1339,10713,77,4
1340,15223,100,2
1341,9530,39,3
1342,12338,77,4
1343,17843,206,1
1344,14032,149,4
1345,9347,291,1
1346,380,183,2
1347,12829,75,2
1348,9582,382,2
1349,19885,386,3
1350,5911,289,4
1351,9607,197,2
1352,11720,213,4
1353,15864,160,2
1354,7829,280,4
1355,8401,178,2
1356,15058,475,4
1357,9389,339,1
1358,18491,375,2
1359,9460,477,2
1360,11729,100,1
1361,15751,232,2
1362,7095,48,2
1363,11478,294,3
1364,8619,259,1
1365,16909,137,2
1366,3766,391,3
1367,8456,427,4
1368,7796,462,3
1369,6255,83,1
1370,10415,465,3
1371,1564,367,4
1372,18909,425,3
1373,15584,350,4
1374,3036,173,1
1375,6467,418,2
1376,16507,86,3
1377,5887,407,3
1378,7949,50,4
1379,2258,343,4
1380,1075,395,2
1381,16379,414,3
1382,7676,496,1
1383,13491,46,1
1384,18501,351,4
1385,13987,300,1
1386,16330,122,2
1387,3629,277,3
1388,11645,407,2
1389,1888,193,4
1390,12628,274,4
1391,18616,458,3
1392,10986,391,4
1393,18099,307,4
1394,17455,436,1
1395,32,365,1
1396,14455,477,1
1397,12883,188,4
1398,17329,237,4
1399,14397,208,2
1400,6653,484,3
1401,5369,93,2
1402,14646,158,4
1403,7679,137,3
1404,13556,261,1
1405,5304,431,2
1406,6248,78,2
1407,3105,18,3
1408,16883,371,4
1409,330,98,3
1410,4310,7,4
1411,1350,199,3
1412,3482,151,3
1413,15058,79,1
1414,6142,303,4
1415,19262,453,2
1416,8894,358,1
1417,7470,52,3
1418,5848,43,2
1419,895,348,4
1420,8827,451,4
1421,18877,286,1
1422,1163,474,4
1423,11297,468,1
1424,15306,298,3
1425,14120,374,4
1426,1650,159,4
1427,16435,206,2
1428,14830,483,4
1429,411,57,3
1430,8940,318,1
1431,9566,458,1
1432,4180,42,3
1433,11941,385,3
1434,17391,312,1
1435,8672,383,4
1436,12600,144,2
1437,16452,53,4
1438,15654,133,4
1439,16488,236,2
1440,2204,356,1
1441,10254,109,1
1442,12451,298,1
1443,5762,115,4
1444,6440,423,3
1445,7619,291,4
1446,8056,431,2
1447,791,412,4
1448,612,59,2
1449,17835,151,2
1450,8098,333,1
1451,2690,179,2
1452,6916,117,4
1453,11143,406,3
1454,8609,376,1
1455,11516,316,1
1456,17158,440,3
1457,9214,265,1
1458,507,121,2
1459,8451,414,1
1460,9377,369,2
1461,11463,239,3
1462,14623,108,4
1463,19993,474,3
1464,9665,283,2
1465,2951,86,1
1466,2426,300,1
1467,7340,175,2
1468,6119,349,1
1469,15332,103,3
1470,14926,288,1
1471,6427,185,4
1472,9772,213,2
1473,10077,459,1
1474,8265,341,2
1475,12312,182,3
1476,7766,379,4
1477,16570,343,2
1478,5336,60,2
1479,17783,198,3
1480,10254,220,4
1481,7554,103,2
1482,15232,178,2
1483,9368,123,3
1484,8314,95,2
1485,16400,92,1
1486,7136,398,3
1487,2726,247,2
1488,16831,431,2
1489,15180,304,3
1490,6370,320,3
1491,3407,245,1
1492,844,410,2
1493,1738,31,2
1494,5424,209,3
1495,9524,383,4
1496,17208,16,2
1497,13040,383,2
1498,18331,124,3
1499,6195,500,4
1500,5357,383,2
1501,1685,431,4
1502,9901,352,2
1503,12684,499,1
