review_id,order_id,customer_id,restaurant_id,rating,review_text
143,15643,611,16,5,Good
144,13523,408,76,1,Good
145,19522,566,38,1,Good
146,857,233,10,5,Good
147,14221,515,30,3,Good
148,17627,106,15,2,Good
149,16313,372,21,4,Good
150,7637,204,76,3,Good
151,307,985,84,3,Good
152,4768,460,91,2,Good
153,1543,441,24,4,Good
154,5421,644,49,2,Good
155,19526,597,4,3,Good
156,18673,962,34,5,Good
157,9115,825,9,4,Good
158,4835,792,41,2,Good
159,18358,375,41,2,Good
160,11274,636,57,5,Good
161,2136,697,71,2,Good
162,14606,734,83,3,Good
163,9140,32,23,4,Good
164,14076,43,11,1,Good
165,125,827,55,5,Good
166,4038,184,62,1,Good
167,3948,508,26,2,Good
168,12364,814,95,2,Good
169,8759,329,18,3,Good
170,10863,122,91,5,Good
171,7297,53,72,1,Good
172,1103,7,76,3,Good
173,15252,988,51,1,Good
174,5990,509,29,1,Good
175,12158,901,71,2,Good
176,2563,965,32,3,Good
177,443,360,91,2,Good
178,2206,501,58,1,Good
179,5735,396,97,2,Good
180,9918,483,50,3,Good
181,9054,777,16,1,Good
182,2770,115,76,2,Good
183,10422,465,90,1,Good
184,18488,494,20,5,Good
185,3896,691,37,2,Good
186,11547,632,84,1,Good
187,11071,309,49,3,Good
188,8981,823,5,4,Good
189,14395,201,87,1,Good
190,6598,913,25,4,Good
191,4515,375,7,2,Good
192,328,717,12,4,Good
193,5069,640,1,1,Good
194,3016,781,54,3,Good
195,14614,764,91,4,Good
196,13839,37,69,5,Good
197,15319,121,28,4,Good
198,442,621,59,3,Good
199,14167,455,69,1,Good
200,672,455,18,2,Good
201,1523,464,65,1,Good
202,16879,442,5,5,Good
203,3840,481,86,4,Good
204,16591,645,72,5,Good
205,18611,611,20,5,Good
206,16746,980,10,1,Good
207,2949,756,70,1,Good
208,9450,721,78,5,Good
209,12765,918,4,1,Good
210,8730,264,100,2,Good
211,4878,652,18,4,Good
212,9258,222,71,1,Good
213,4056,514,85,3,Good
214,13760,134,62,1,Good
215,2789,982,86,2,Good
216,15653,132,81,2,Good
217,2856,66,32,3,Good
218,12851,692,4,1,Good
219,6363,407,50,2,Good
220,9285,429,37,2,Good
221,12402,67,51,4,Good
222,4699,608,18,4,Good
223,13396,341,17,5,Good
224,18344,575,5,4,Good
225,13368,179,54,2,Good
226,2747,91,49,3,Good
227,15332,563,50,2,Good
228,4809,24,93,5,Good
229,2966,962,59,1,Good
230,11611,12,61,3,Good
231,10404,976,18,1,Good
232,4638,853,56,3,Good
233,13864,167,49,5,Good
234,7945,614,79,2,Good
235,821,435,92,2,Good
236,150,665,22,4,Good
237,19109,901,85,3,Good
238,3522,937,38,2,Good
239,19058,872,37,2,Good
240,11813,493,77,1,Good
241,9356,467,51,4,Good
242,18136,683,89,5,Good
243,16166,412,9,4,Good
244,6987,314,18,1,Good
245,11188,125,33,1,Good
246,8048,583,47,4,Good
247,13011,998,94,5,Good
248,16478,416,26,1,Good
249,18979,397,86,5,Good
250,8534,370,25,1,Good
251,11592,49,68,1,Good
252,8255,753,78,3,Good
253,9342,492,21,4,Good
254,5524,95,98,2,Good
255,8986,775,19,3,Good
256,13269,893,17,5,Good
257,10264,519,17,2,Good
258,8271,471,74,3,Good
259,16103,303,86,4,Good
260,1784,802,63,5,Good
261,8617,150,50,5,Good
262,15890,504,74,1,Good
263,4311,44,94,1,Good
264,7786,534,79,5,Good
265,15945,915,1,1,Good
266,15459,407,78,3,Good
267,10514,552,65,4,Good
268,2865,613,21,1,Good
269,5041,32,93,1,Good
270,17784,349,2,4,Good
271,16597,386,78,4,Good
272,18777,520,22,5,Good
273,7211,978,9,5,Good
274,4694,482,86,4,Good
275,2200,544,72,2,Good
276,3700,840,87,1,Good
277,6982,804,6,1,Good
278,6810,512,61,1,Good
279,247,416,49,4,Good
280,17269,888,61,3,Good
281,2009,611,91,3,Good
282,3451,526,83,1,Good
283,1936,982,60,5,Good
284,5059,555,71,3,Good
285,13562,997,73,1,Good
286,14099,936,78,4,Good
287,4006,946,96,3,Good
288,17134,329,43,5,Good
289,18186,87,43,1,Good
290,1575,945,50,2,Good
291,3020,661,69,4,Good
292,5520,88,89,3,Good
293,14956,269,94,5,Good
294,17417,848,54,1,Good
295,13355,922,38,1,Good
296,10276,503,99,5,Good
297,9330,884,62,2,Good
298,19850,96,26,1,Good
299,3486,533,49,2,Good
300,15883,854,80,2,Good
301,1607,987,48,1,Good
302,9624,221,55,1,Good
303,11135,969,64,1,Good
304,6540,444,2,3,Good
305,6649,371,99,5,Good
306,10235,523,62,5,Good
307,3323,168,88,3,Good
308,269,136,41,2,Good
309,9892,280,62,3,Good
310,6945,636,5,3,Good
311,13835,978,49,4,Good
312,14262,320,35,2,Good
313,18576,376,3,3,Good
314,11407,770,91,4,Good
315,18700,720,39,5,Good
316,4201,412,87,2,Good
317,15396,931,92,2,Good
318,10591,632,74,4,Good
319,15595,271,81,3,Good
320,4873,748,45,3,Good
321,11020,661,65,5,Good
322,1009,58,33,3,Good
323,15358,804,73,2,Good
324,4990,297,11,5,Good
325,12786,407,84,3,Good
326,12393,820,64,1,Good
327,6766,458,79,4,Good
328,9235,246,92,1,Good
329,2998,368,93,4,Good
330,14495,229,29,3,Good
331,14359,652,74,5,Good
332,13723,512,29,5,Good
333,11817,13,94,2,Good
334,972,781,3,2,Good
335,1666,565,66,5,Good
336,2007,478,72,2,Good
337,16699,526,60,4,Good
338,3869,40,67,5,Good
339,13668,4,54,3,Good
340,7745,709,93,4,Good
341,19370,289,24,5,Good
342,17985,67,99,3,Good
343,13978,91,77,3,Good
344,17580,693,13,2,Good
345,12208,851,100,5,Good
346,3472,434,37,4,Good
347,3665,955,13,3,Good
348,858,10,58,3,Good
349,19616,622,30,2,Good
350,7740,819,11,3,Good
351,6195,707,39,2,Good
352,12589,777,95,3,Good
353,671,301,28,4,Good
354,14597,132,8,1,Good
355,10105,210,9,1,Good
356,14934,43,58,3,Good
357,18141,316,69,1,Good
358,2821,61,62,3,Good
359,19421,20,6,1,Good
360,13478,438,80,2,Good
361,6518,204,7,4,Good
362,2948,581,79,1,Good
363,11774,593,26,4,Good
364,13972,343,69,2,Good
365,596,284,74,2,Good
366,8329,111,34,3,Good
367,46,27,8,5,Good
368,16316,202,38,3,Good
369,672,709,67,3,Good
370,19354,846,64,2,Good
371,17785,911,97,5,Good
372,8776,608,26,2,Good
373,2861,804,25,4,Good
374,13789,477,74,4,Good
375,4051,800,79,2,Good
376,13250,246,92,3,Good
377,4026,391,62,4,Good
378,12255,794,88,5,Good
379,10666,288,17,1,Good
380,4266,758,95,1,Good
381,5951,521,21,1,Good
382,9917,319,13,2,Good
383,4409,690,81,3,Good
384,7755,637,42,3,Good
385,10929,308,61,2,Good
386,3027,511,57,1,Good
387,9542,246,28,3,Good
388,16368,965,11,2,Good
389,1667,914,84,3,Good
390,1371,683,24,1,Good
391,7619,58,57,3,Good
392,4758,705,12,2,Good
393,2437,210,20,2,Good
394,13245,15,78,4,Good
395,7602,310,50,4,Good
396,17688,309,97,5,Good
397,5431,845,74,2,Good
398,16627,8,62,5,Good
399,8564,3,40,3,Good
400,1151,161,26,5,Good
401,1286,787,73,3,Good
402,2692,683,11,1,Good
403,16727,71,27,3,Good
404,3617,874,20,4,Good
405,1393,11,81,5,Good
406,17501,454,58,1,Good
407,9029,857,55,4,Good
408,3699,363,10,5,Good
409,17813,876,92,2,Good
410,17021,478,13,4,Good
411,11581,107,83,2,Good
412,361,787,33,2,Good
413,9236,422,23,1,Good
414,12224,676,81,1,Good
415,2896,630,97,1,Good
416,5749,770,89,1,Good
417,8343,362,18,2,Good
418,13821,712,11,3,Good
419,2824,782,39,1,Good
420,12308,124,14,4,Good
421,17872,230,93,4,Good
422,4031,993,83,1,Good
423,14512,562,38,3,Good
424,17782,910,69,2,Good
425,14420,567,88,2,Good
426,12282,32,28,1,Good
427,5618,840,68,5,Good
428,7131,567,81,5,Good
429,4332,16,80,2,Good
430,201,897,66,4,Good
431,13266,15,14,4,Good
432,7658,653,100,5,Good
433,14473,899,48,3,Good
434,3025,463,47,4,Good
435,11314,453,96,5,Good
436,622,253,80,3,Good
437,19979,312,33,5,Good
438,12318,90,69,3,Good
439,16675,392,66,3,Good
440,11532,860,34,3,Good
441,9376,195,79,1,Good
442,17009,169,5,4,Good
443,54,261,4,2,Good
444,10668,381,24,1,Good
445,11288,823,35,3,Good
446,12898,906,68,2,Good
447,2775,832,8,1,Good
448,13913,450,73,1,Good
449,19505,553,69,1,Good
450,492,791,66,1,Good
451,1023,457,76,5,Good
452,9564,776,51,1,Good
453,10920,343,32,2,Good
454,8077,149,68,5,Good
455,4423,105,52,3,Good
456,14305,435,73,1,Good
457,1186,335,31,1,Good
458,12954,288,40,5,Good
459,4581,568,70,1,Good
460,4401,125,34,3,Good
461,801,880,48,3,Good
462,16724,480,83,5,Good
463,16141,480,10,1,Good
464,11921,261,37,4,Good
465,16202,632,33,5,Good
466,1900,122,69,4,Good
467,7089,961,72,3,Good
468,11921,931,99,4,Good
469,15410,662,75,2,Good
470,4618,927,41,5,Good
471,18356,885,99,1,Good
472,19511,929,9,5,Good
473,16003,602,87,4,Good
474,11098,295,34,1,Good
475,8032,526,28,3,Good
476,11117,200,59,2,Good
477,8542,49,73,5,Good
478,8988,777,39,2,Good
479,14862,633,5,4,Good
480,12683,255,23,5,Good
481,10252,491,59,5,Good
482,4012,689,53,5,Good
483,6238,820,8,3,Good
484,3885,850,27,3,Good
485,16958,231,64,1,Good
486,16232,505,67,4,Good
487,2686,24,43,3,Good
488,4584,202,32,3,Good
489,19235,307,18,3,Good
490,2154,743,11,5,Good
491,10435,454,3,2,Good
492,7871,483,51,4,Good
493,16151,842,72,4,Good
494,5694,662,10,5,Good
495,3895,488,66,1,Good
496,3191,29,6,3,Good
497,7674,628,56,5,Good
498,8923,85,24,3,Good
499,18103,809,100,5,Good
500,10162,418,36,3,Good
501,10740,335,38,4,Good
502,1535,486,97,4,Good
503,11737,808,30,5,Good
504,9969,838,24,2,Good
505,3030,616,67,4,Good
506,18716,865,81,2,Good
507,1183,630,98,3,Good
508,8580,321,12,1,Good
509,1705,98,100,2,Good
510,4897,777,85,4,Good
511,16176,322,54,4,Good
512,988,628,37,1,Good
513,525,301,41,1,Good
514,18653,712,82,2,Good
515,15045,748,55,2,Good
516,18705,861,19,2,Good
517,2878,370,18,5,Good
518,15502,777,13,4,Good
519,15965,947,61,3,Good
520,3568,450,31,5,Good
521,2052,2,65,2,Good
522,8971,2,47,5,Good
523,6918,631,53,2,Good
524,9776,705,100,5,Good
525,18810,432,68,2,Good
526,7394,993,58,3,Good
527,4145,715,62,2,Good
528,6301,749,24,5,Good
529,6184,739,26,4,Good
530,8796,102,84,5,Good
531,16997,616,85,5,Good
532,4777,808,82,5,Good
533,4459,501,33,1,Good
534,13879,60,54,3,Good
535,6831,836,51,5,Good
536,794,663,37,5,Good
537,14252,787,73,1,Good
538,19467,151,96,5,Good
539,6447,681,10,3,Good
540,560,24,39,3,Good
541,2406,487,13,1,Good
542,14786,41,94,3,Good
543,4810,718,3,5,Good
544,12033,292,16,1,Good
545,4372,630,65,1,Good
546,19171,900,10,1,Good
547,11103,174,35,2,Good
548,1346,530,32,4,Good
549,12908,776,11,4,Good
550,14750,994,21,4,Good
551,83,71,14,1,Good
552,7871,921,8,3,Good
553,5750,755,15,5,Good
554,8494,121,38,4,Good
555,8183,527,35,1,Good
556,10827,988,65,5,Good
557,8555,436,56,5,Good
558,5176,172,93,1,Good
559,15882,869,13,3,Good
560,4927,429,71,2,Good
561,1928,19,53,3,Good
562,14354,560,51,3,Good
563,10181,504,33,1,Good
564,10734,693,79,4,Good
565,652,760,60,2,Good
566,8131,606,76,5,Good
567,9039,448,87,3,Good
568,12239,771,10,3,Good
569,9243,379,57,1,Good
570,6420,887,76,2,Good
571,6711,810,73,1,Good
572,968,922,48,3,Good
573,8403,651,54,1,Good
574,11387,111,35,5,Good
575,10366,659,45,2,Good
576,6159,260,62,2,Good
577,13681,403,99,3,Good
578,14132,860,15,1,Good
579,2454,344,38,4,Good
580,14161,854,91,4,Good
581,2061,550,8,1,Good
582,11832,471,93,3,Good
583,3948,971,67,5,Good
584,9125,547,40,2,Good
585,7725,826,89,2,Good
586,9194,505,70,2,Good
587,3535,685,43,2,Good
588,2884,409,85,3,Good
589,18320,432,91,5,Good
590,11306,873,69,2,Good
591,8707,150,40,4,Good
592,10391,963,9,3,Good
593,11882,593,67,4,Good
594,18817,370,61,2,Good
595,402,968,92,3,Good
596,13550,867,11,5,Good
597,2420,499,71,3,Good
598,6554,525,47,1,Good
599,14386,83,88,5,Good
600,9205,766,50,1,Good
601,1527,846,97,5,Good
602,19223,963,43,3,Good
603,1234,116,97,1,Good
604,2756,616,10,3,Good
605,12556,720,57,1,Good
606,19086,194,79,3,Good
607,16169,544,29,3,Good
608,15074,987,42,2,Good
609,3432,210,5,2,Good
610,1943,762,7,2,Good
611,495,964,25,1,Good
612,251,128,5,2,Good
613,12500,241,79,2,Good
614,16802,755,31,2,Good
615,8423,102,68,3,Good
616,4600,870,25,1,Good
617,6933,856,33,1,Good
618,15689,601,23,3,Good
619,10347,202,26,2,Good
620,16451,923,74,4,Good
621,12458,244,7,2,Good
622,1020,101,76,1,Good
623,8524,581,100,2,Good
624,5978,879,11,1,Good
625,11758,324,72,3,Good
626,17477,453,75,5,Good
627,1705,273,39,3,Good
628,7113,281,99,4,Good
629,2188,352,33,2,Good
630,17586,620,4,3,Good
631,10471,790,2,2,Good
632,19218,448,7,4,Good
633,17502,295,67,1,Good
634,15253,711,15,1,Good
635,14076,430,26,1,Good
636,16872,29,1,2,Good
637,11453,244,87,3,Good
638,13682,127,74,2,Good
639,1227,501,51,4,Good
640,5948,613,35,2,Good
641,8993,284,2,5,Good
642,3012,58,94,3,Good
643,5224,825,100,3,Good
644,17365,883,82,4,Good
645,3517,166,62,1,Good
646,18260,752,20,5,Good
647,16895,429,77,4,Good
648,19732,697,49,3,Good
649,18928,225,62,1,Good
650,16044,168,83,2,Good
651,9978,3,30,3,Good
652,4277,189,43,3,Good
653,5231,138,47,5,Good
654,8837,199,97,5,Good
655,5194,223,89,1,Good
656,10664,878,80,1,Good
657,9395,951,21,2,Good
658,9859,934,69,4,Good
659,17472,898,45,5,Good
660,17169,187,25,4,Good
661,12559,546,5,2,Good
662,10889,645,13,5,Good
663,4950,112,70,5,Good
664,14297,23,45,1,Good
665,14780,268,57,2,Good
666,4699,777,74,1,Good
667,9136,341,88,5,Good
668,11729,36,81,2,Good
669,10774,705,1,1,Good
670,7902,356,10,1,Good
671,15897,171,17,1,Good
672,7173,878,37,3,Good
673,10373,186,52,4,Good
674,19537,622,76,2,Good
675,11415,649,12,2,Good
676,13567,709,47,3,Good
677,2448,785,82,4,Good
678,4231,181,24,1,Good
679,2677,2,15,3,Good
680,6769,493,47,5,Good
681,10656,668,8,2,Good
682,11902,903,59,5,Good
683,15082,118,3,5,Good
684,13463,609,71,5,Good
685,17080,364,22,2,Good
686,1257,495,91,5,Good
687,82,592,34,3,Good
688,7446,299,88,4,Good
689,15942,162,73,3,Good
690,11585,885,28,3,Good
691,439,81,36,3,Good
692,15558,805,26,3,Good
693,10896,391,20,2,Good
694,17822,510,100,4,Good
695,14550,799,76,5,Good
696,9026,137,100,4,Good
697,8764,202,47,3,Good
698,4787,231,61,3,Good
699,3495,964,36,1,Good
700,14462,336,24,3,Good
701,18357,840,47,3,Good
702,9966,691,10,2,Good
703,4224,715,62,3,Good
704,9694,368,50,5,Good
705,15409,789,73,4,Good
706,9721,177,92,4,Good
707,94,151,93,3,Good
708,10783,584,94,2,Good
709,17753,723,48,3,Good
710,1852,729,52,2,Good
711,5501,499,91,3,Good
712,15278,32,28,1,Good
713,19814,682,34,2,Good
714,13172,759,71,1,Good
715,5380,285,40,5,Good
716,9384,436,91,5,Good
717,10776,341,54,2,Good
718,17218,364,35,4,Good
719,18406,423,27,1,Good
720,14762,417,39,5,Good
721,8053,128,74,4,Good
722,3302,698,80,4,Good
723,1465,646,9,2,Good
724,14855,535,60,1,Good
725,4587,770,5,2,Good
726,18729,282,62,3,Good
727,9944,207,66,2,Good
728,8386,345,40,5,Good
729,9450,151,6,5,Good
730,10135,736,72,3,Good
731,9348,344,73,5,Good
732,3258,316,52,5,Good
733,19100,84,80,5,Good
734,8946,160,56,3,Good
735,12980,370,38,5,Good
736,9250,688,38,2,Good
737,4413,763,37,2,Good
738,18701,173,94,4,Good
739,15837,786,36,5,Good
740,3944,199,28,4,Good
741,479,341,32,1,Good
742,13147,381,59,2,Good
743,18912,300,54,4,Good
744,1428,358,96,3,Good
745,5334,791,24,3,Good
746,12386,176,100,5,Good
747,9800,696,22,1,Good
748,9500,690,85,2,Good
749,16632,749,93,5,Good
750,18950,592,53,2,Good
751,8381,593,91,1,Good
752,7608,908,91,2,Good
753,19890,952,20,5,Good
754,13630,845,26,1,Good
755,8858,725,88,4,Good
756,17914,453,62,5,Good
757,15253,764,66,1,Good
758,18675,956,67,4,Good
759,4442,604,99,3,Good
760,18839,624,95,5,Good
761,17783,849,76,1,Good
762,7136,344,26,2,Good
763,207,235,23,1,Good
764,2580,271,98,1,Good
765,19425,461,51,4,Good
766,1963,785,42,5,Good
767,4791,451,42,4,Good
768,19368,138,87,3,Good
769,6067,309,7,2,Good
770,4545,555,81,3,Good
771,1683,84,59,4,Good
772,1086,439,57,1,Good
773,3617,612,26,5,Good
774,11745,217,83,1,Good
775,8183,31,91,5,Good
776,6448,70,66,3,Good
777,4629,991,66,4,Good
778,6075,710,9,4,Good
779,17978,917,34,4,Good
780,13936,983,92,1,Good
781,4849,735,11,3,Good
782,3420,335,26,1,Good
783,18008,758,65,5,Good
784,7615,889,20,2,Good
785,6179,645,43,2,Good
786,2035,861,74,1,Good
787,19666,689,17,2,Good
788,18349,823,100,5,Good
789,1422,188,36,3,Good
790,14277,875,35,5,Good
791,549,137,76,2,Good
792,17797,320,18,5,Good
793,1987,775,80,5,Good
794,5360,980,22,3,Good
795,16309,383,27,1,Good
796,4748,517,22,5,Good
797,18786,864,81,4,Good
798,941,498,25,2,Good
799,7242,283,94,2,Good
800,14956,532,78,2,Good
801,7243,740,34,4,Good
802,4295,58,94,1,Good
803,17286,582,44,1,Good
804,15974,12,37,4,Good
805,10134,487,46,2,Good
806,6319,800,7,1,Good
807,3746,684,66,4,Good
808,16497,767,62,1,Good
809,9402,690,81,4,Good
810,4230,967,75,5,Good
811,12269,699,34,5,Good
812,17228,940,2,4,Good
813,19064,760,12,5,Good
814,3244,199,60,5,Good
815,13352,575,5,3,Good
816,15569,877,97,5,Good
817,5128,712,41,3,Good
818,9419,750,11,3,Good
819,17977,395,43,2,Good
820,17182,522,85,3,Good
821,2699,543,42,4,Good
822,13893,820,39,5,Good
823,14340,784,97,5,Good
824,1943,552,66,1,Good
825,15325,681,22,3,Good
826,1270,811,71,4,Good
827,15846,782,52,1,Good
828,9123,322,61,4,Good
829,15092,372,28,2,Good
830,7814,663,91,3,Good
831,15912,687,51,3,Good
832,19560,540,23,2,Good
833,11379,130,37,3,Good
834,8390,331,56,5,Good
835,17836,838,18,1,Good
836,7384,548,71,4,Good
837,6859,896,46,5,Good
838,7988,478,27,3,Good
839,12496,218,63,5,Good
840,18743,795,13,1,Good
841,3933,529,16,3,Good
842,2148,252,87,5,Good
843,7017,671,92,3,Good
844,15144,953,42,4,Good
845,9032,429,63,3,Good
846,1398,989,26,2,Good
847,1802,756,48,2,Good
848,16355,281,50,2,Good
849,5758,444,26,1,Good
850,2932,578,47,4,Good
851,9952,134,19,1,Good
852,43,735,41,2,Good
853,8839,878,40,2,Good
854,19711,735,5,1,Good
855,19392,199,59,2,Good
856,7568,998,86,1,Good
857,7484,398,26,4,Good
858,13403,551,65,5,Good
859,15923,498,66,1,Good
860,13859,505,39,1,Good
861,5949,995,93,1,Good
862,13184,723,82,2,Good
863,7829,259,75,2,Good
864,6408,801,37,2,Good
865,1755,670,15,1,Good
866,15545,485,56,3,Good
867,3583,86,39,4,Good
868,18972,454,37,2,Good
869,15780,171,36,4,Good
870,15018,488,48,1,Good
871,19225,541,51,4,Good
872,3091,559,99,3,Good
873,12860,349,63,3,Good
874,1796,85,39,5,Good
875,10706,225,6,1,Good
876,2448,261,50,4,Good
877,12067,756,48,3,Good
878,4151,854,66,5,Good
879,6888,387,100,4,Good
880,5549,281,27,3,Good
881,8913,471,20,4,Good
882,15963,316,48,3,Good
883,19332,22,73,2,Good
884,12159,302,12,1,Good
885,5956,568,4,3,Good
886,1831,573,47,4,Good
887,12513,1000,22,4,Good
888,7092,813,38,3,Good
889,9810,663,27,3,Good
890,17499,497,60,3,Good
891,19629,543,26,2,Good
892,6600,500,92,3,Good
893,6512,330,92,4,Good
894,854,411,41,4,Good
895,14536,544,6,2,Good
896,16407,345,60,3,Good
897,17050,93,93,3,Good
898,5316,221,79,4,Good
899,8791,616,69,5,Good
900,3720,230,91,4,Good
901,9125,737,83,5,Good
902,10096,191,61,4,Good
903,6514,190,55,4,Good
904,18134,938,84,4,Good
905,6072,792,20,4,Good
906,17314,573,55,1,Good
907,18791,454,73,1,Good
908,15796,736,33,4,Good
909,13148,160,99,1,Good
910,9548,596,64,2,Good
911,6862,583,31,2,Good
912,1663,97,64,4,Good
913,14859,525,23,4,Good
914,18887,379,66,4,Good
915,11116,852,92,2,Good
916,351,113,16,1,Good
917,8595,339,29,5,Good
918,6833,3,58,2,Good
919,10424,833,28,3,Good
920,115,419,52,4,Good
921,10059,379,18,5,Good
922,11643,182,48,1,Good
923,10928,88,8,3,Good
924,3822,288,55,3,Good
925,4388,936,73,1,Good
926,10649,715,50,5,Good
927,12881,715,2,2,Good
928,7944,3,87,1,Good
929,11609,856,58,1,Good
930,6057,741,26,4,Good
931,18476,620,47,3,Good
932,4799,922,3,2,Good
933,15319,394,80,4,Good
934,9013,18,61,2,Good
935,9022,494,14,5,Good
936,13003,810,96,5,Good
937,18333,471,30,2,Good
938,18909,475,79,5,Good
939,12594,316,86,4,Good
940,7303,252,43,2,Good
941,19520,533,13,4,Good
942,5970,76,90,2,Good
943,2429,815,85,4,Good
944,955,433,63,3,Good
945,4053,502,35,3,Good
946,7498,10,28,5,Good
947,3842,700,54,4,Good
948,12424,221,28,5,Good
949,13596,181,26,4,Good
950,13677,459,80,1,Good
951,14505,39,58,5,Good
952,12961,289,29,2,Good
953,19689,43,97,2,Good
954,2744,476,79,4,Good
955,19254,700,91,5,Good
956,957,13,75,1,Good
957,15511,757,40,2,Good
958,14727,822,12,5,Good
959,15157,588,63,3,Good
960,3179,772,79,4,Good
961,4052,97,50,1,Good
962,14677,493,50,2,Good
963,11557,80,79,3,Good
964,16288,132,94,5,Good
965,17313,368,2,5,Good
966,16599,751,3,2,Good
967,19319,931,54,3,Good
968,7123,783,30,3,Good
969,9372,234,43,2,Good
970,8842,986,87,4,Good
971,8281,823,32,4,Good
972,14459,528,40,5,Good
973,13845,374,83,5,Good
974,3389,712,27,5,Good
975,7579,151,1,2,Good
976,3473,500,42,3,Good
977,17906,662,88,3,Good
978,7609,384,48,2,Good
979,12688,439,91,3,Good
980,12619,769,2,3,Good
981,10007,790,45,2,Good
982,11714,35,40,5,Good
983,2766,577,34,4,Good
984,17245,148,31,3,Good
985,16811,765,58,5,Good
986,12479,403,87,3,Good
987,1126,765,44,3,Good
988,11644,452,69,4,Good
989,8797,122,63,2,Good
990,1154,357,19,4,Good
991,115,845,86,5,Good
992,19939,139,47,5,Good
993,12152,829,14,1,Good
994,13710,779,100,4,Good
995,723,844,1,5,Good
996,5960,529,44,3,Good
997,18239,273,33,3,Good
998,9433,291,57,1,Good
999,6542,583,60,5,Good
