customer_id,customer_name,city,age
130,Customer_130,Pune,37
131,Customer_131,Delhi,44
132,Customer_132,Delhi,24
133,Customer_133,Pune,30
134,Customer_134,Delhi,46
135,Customer_135,Delhi,44
136,Customer_136,Jaipur,47
137,Customer_137,Mumbai,55
138,Customer_138,Lucknow,22
139,Customer_139,Delhi,36
140,Customer_140,Delhi,41
141,Customer_141,Pune,22
142,Customer_142,Mumbai,49
143,Customer_143,Mumbai,25
144,Customer_144,Lucknow,41
145,Customer_145,Jaipur,47
146,Customer_146,Mumbai,40
147,Customer_147,Jaipur,25
148,Customer_148,Pune,25
149,Customer_149,Delhi,23
150,Customer_150,Lucknow,39
151,Customer_151,Jaipur,31
152,Customer_152,Delhi,19
153,Customer_153,Lucknow,60
154,Customer_154,Jaipur,20
155,Customer_155,Jaipur,36
156,Customer_156,Pune,47
157,Customer_157,Mumbai,41
158,Customer_158,Pune,48
159,Customer_159,Lucknow,48
160,Customer_160,Jaipur,49
161,Customer_161,Pune,43
162,Customer_162,Mumbai,28
163,Customer_163,Jaipur,56
164,Customer_164,Pune,53
165,Customer_165,Jaipur,23
166,Customer_166,Lucknow,54
167,Customer_167,Delhi,22
168,Customer_168,Pune,29
169,Customer_169,Lucknow,27
170,Customer_170,Jaipur,22
171,Customer_171,Delhi,59
172,Customer_172,Delhi,26
173,Customer_173,Pune,42
174,Customer_174,Mumbai,60
175,Customer_175,Pune,46
176,Customer_176,Mumbai,51
177,Customer_177,Pune,25
178,Customer_178,Mumbai,52
179,Customer_179,Jaipur,24
180,Customer_180,Pune,51
181,Customer_181,Mumbai,50
182,Customer_182,Pune,28
183,Customer_183,Mumbai,47
184,Customer_184,Mumbai,43
185,Customer_185,Pune,54
186,Customer_186,Mumbai,47
187,Customer_187,Jaipur,19
188,Customer_188,Lucknow,42
189,Customer_189,Mumbai,43
190,Customer_190,Lucknow,21
191,Customer_191,Jaipur,35
192,Customer_192,Jaipur,34
193,Customer_193,Jaipur,59
194,Customer_194,Jaipur,41
195,Customer_195,Lucknow,39
196,Customer_196,Delhi,32
197,Customer_197,Lucknow,57
198,Customer_198,Mumbai,43
199,Customer_199,Jaipur,58
200,Customer_200,Delhi,38
201,Customer_201,Jaipur,51
202,Customer_202,Jaipur,59
203,Customer_203,Mumbai,24
204,Customer_204,Delhi,43
205,Customer_205,Mumbai,54
206,Customer_206,Lucknow,42
207,Customer_207,Mumbai,24
208,Customer_208,Jaipur,53
209,Customer_209,Mumbai,35
210,Customer_210,Lucknow,55
211,Customer_211,Mumbai,49
212,Customer_212,Lucknow,26
213,Customer_213,Delhi,57
214,Customer_214,Jaipur,48
215,Customer_215,Pune,50
216,Customer_216,Lucknow,29
217,Customer_217,Jaipur,31
218,Customer_218,Delhi,40
219,Customer_219,Delhi,49
220,Customer_220,Lucknow,60
221,Customer_221,Delhi,55
222,Customer_222,Jaipur,39
223,Customer_223,Jaipur,35
224,Customer_224,Lucknow,47
225,Customer_225,Delhi,23
226,Customer_226,Lucknow,40
227,Customer_227,Mumbai,43
228,Customer_228,Pune,58
229,Customer_229,Mumbai,21
230,Customer_230,Mumbai,49
231,Customer_231,Jaipur,47
232,Customer_232,Pune,27
233,Customer_233,Delhi,36
234,Customer_234,Lucknow,47
235,Customer_235,Delhi,41
236,Customer_236,Delhi,52
237,Customer_237,Jaipur,54
238,Customer_238,Jaipur,31
239,Customer_239,Pune,49
240,Customer_240,Mumbai,48
241,Customer_241,Lucknow,37
242,Customer_242,Delhi,34
243,Customer_243,Pune,37
244,Customer_244,Pune,59
245,Customer_245,Pune,59
246,Customer_246,Jaipur,51
247,Customer_247,Delhi,50
248,Customer_248,Mumbai,43
249,Customer_249,Lucknow,51
250,Customer_250,Mumbai,50
251,Customer_251,Delhi,37
252,Customer_252,Delhi,32
253,Customer_253,Jaipur,53
254,Customer_254,Mumbai,51
255,Customer_255,Pune,21
256,Customer_256,Delhi,25
257,Customer_257,Jaipur,41
258,Customer_258,Mumbai,38
259,Customer_259,Pune,22
260,Customer_260,Pune,47
261,Customer_261,Pune,28
262,Customer_262,Jaipur,46
263,Customer_263,Pune,47
264,Customer_264,Mumbai,46
265,Customer_265,Mumbai,35
266,Customer_266,Pune,28
267,Customer_267,Delhi,33
268,Customer_268,Jaipur,30
269,Customer_269,Pune,29
270,Customer_270,Pune,26
271,Customer_271,Mumbai,32
272,Customer_272,Pune,53
273,Customer_273,Jaipur,43
274,Customer_274,Pune,35
275,Customer_275,Lucknow,50
276,Customer_276,Lucknow,38
277,Customer_277,Jaipur,58
278,Customer_278,Pune,52
279,Customer_279,Lucknow,58
280,Customer_280,Delhi,41
281,Customer_281,Pune,43
282,Customer_282,Jaipur,29
283,Customer_283,Pune,40
284,Customer_284,Jaipur,48
285,Customer_285,Delhi,29
286,Customer_286,Pune,42
287,Customer_287,Mumbai,19
288,Customer_288,Delhi,40
289,Customer_289,Mumbai,40
290,Customer_290,Delhi,59
291,Customer_291,Jaipur,18
292,Customer_292,Lucknow,38
293,Customer_293,Mumbai,56
294,Customer_294,Jaipur,52
295,Customer_295,Pune,48
296,Customer_296,Mumbai,41
297,Customer_297,Pune,30
298,Customer_298,Jaipur,24
299,Customer_299,Mumbai,31
300,Customer_300,Pune,34
301,Customer_301,Mumbai,44
302,Customer_302,Pune,34
303,Customer_303,Delhi,39
304,Customer_304,Mumbai,33
305,Customer_305,Mumbai,57
306,Customer_306,Delhi,39
307,Customer_307,Pune,59
308,Customer_308,Lucknow,21
309,Customer_309,Mumbai,29
310,Customer_310,Delhi,45
311,Customer_311,Jaipur,35
312,Customer_312,Mumbai,38
313,Customer_313,Lucknow,54
314,Customer_314,Delhi,39
315,Customer_315,Lucknow,43
316,Customer_316,Mumbai,21
317,Customer_317,Jaipur,48
318,Customer_318,Jaipur,57
319,Customer_319,Pune,52
320,Customer_320,Lucknow,56
321,Customer_321,Delhi,55
322,Customer_322,Lucknow,52
323,Customer_323,Jaipur,43
324,Customer_324,Jaipur,28
325,Customer_325,Jaipur,42
326,Customer_326,Lucknow,46
327,Customer_327,Delhi,24
328,Customer_328,Jaipur,55
329,Customer_329,Mumbai,25
330,Customer_330,Lucknow,29
331,Customer_331,Delhi,43
332,Customer_332,Pune,47
333,Customer_333,Delhi,34
334,Customer_334,Delhi,60
335,Customer_335,Pune,32
336,Customer_336,Mumbai,19
337,Customer_337,Mumbai,45
338,Customer_338,Delhi,39
339,Customer_339,Jaipur,21
340,Customer_340,Jaipur,33
341,Customer_341,Delhi,48
342,Customer_342,Mumbai,53
343,Customer_343,Delhi,26
344,Customer_344,Lucknow,52
345,Customer_345,Delhi,21
346,Customer_346,Mumbai,52
347,Customer_347,Delhi,51
348,Customer_348,Pune,51
349,Customer_349,Mumbai,26
350,Customer_350,Pune,49
351,Customer_351,Delhi,26
352,Customer_352,Lucknow,25
353,Customer_353,Mumbai,24
354,Customer_354,Jaipur,31
355,Customer_355,Delhi,57
356,Customer_356,Mumbai,58
357,Customer_357,Jaipur,39
358,Customer_358,Lucknow,59
359,Customer_359,Jaipur,51
360,Customer_360,Lucknow,28
361,Customer_361,Lucknow,24
362,Customer_362,Mumbai,58
363,Customer_363,Mumbai,29
364,Customer_364,Jaipur,30
365,Customer_365,Pune,39
366,Customer_366,Jaipur,27
367,Customer_367,Jaipur,26
368,Customer_368,Jaipur,38
369,Customer_369,Pune,24
370,Customer_370,Lucknow,24
371,Customer_371,Jaipur,35
372,Customer_372,Pune,51
373,Customer_373,Jaipur,35
374,Customer_374,Mumbai,44
375,Customer_375,Mumbai,53
376,Customer_376,Delhi,19
377,Customer_377,Lucknow,53
378,Customer_378,Mumbai,31
379,Customer_379,Mumbai,43
380,Customer_380,Lucknow,20
381,Customer_381,Mumbai,58
382,Customer_382,Delhi,34
383,Customer_383,Jaipur,52
384,Customer_384,Delhi,32
385,Customer_385,Mumbai,56
386,Customer_386,Pune,20
387,Customer_387,Mumbai,24
388,Customer_388,Mumbai,58
389,Customer_389,Lucknow,29
390,Customer_390,Delhi,47
391,Customer_391,Pune,31
392,Customer_392,Mumbai,38
393,Customer_393,Pune,51
394,Customer_394,Lucknow,22
395,Customer_395,Jaipur,44
396,Customer_396,Delhi,47
397,Customer_397,Pune,60
398,Customer_398,Delhi,58
399,Customer_399,Pune,19
400,Customer_400,Mumbai,44
401,Customer_401,Pune,34
402,Customer_402,Lucknow,43
403,Customer_403,Lucknow,51
404,Customer_404,Mumbai,45
405,Customer_405,Mumbai,28
406,Customer_406,Jaipur,47
407,Customer_407,Pune,42
408,Customer_408,Jaipur,57
409,Customer_409,Pune,57
410,Customer_410,Mumbai,55
411,Customer_411,Jaipur,46
412,Customer_412,Mumbai,48
413,Customer_413,Lucknow,39
414,Customer_414,Pune,22
415,Customer_415,Mumbai,41
416,Customer_416,Lucknow,58
417,Customer_417,Jaipur,32
418,Customer_418,Lucknow,59
419,Customer_419,Lucknow,26
420,Customer_420,Pune,31
421,Customer_421,Lucknow,37
422,Customer_422,Delhi,18
423,Customer_423,Delhi,30
424,Customer_424,Pune,21
425,Customer_425,Pune,52
426,Customer_426,Pune,60
427,Customer_427,Pune,46
428,Customer_428,Delhi,44
429,Customer_429,Jaipur,19
430,Customer_430,Pune,55
431,Customer_431,Lucknow,26
432,Customer_432,Mumbai,27
433,Customer_433,Mumbai,56
434,Customer_434,Jaipur,22
435,Customer_435,Lucknow,46
436,Customer_436,Pune,59
437,Customer_437,Delhi,49
438,Customer_438,Jaipur,33
439,Customer_439,Mumbai,54
440,Customer_440,Pune,32
441,Customer_441,Mumbai,57
442,Customer_442,Pune,55
443,Customer_443,Lucknow,43
444,Customer_444,Lucknow,44
445,Customer_445,Mumbai,59
446,Customer_446,Mumbai,53
447,Customer_447,Delhi,34
448,Customer_448,Mumbai,26
449,Customer_449,Lucknow,43
450,Customer_450,Jaipur,25
451,Customer_451,Jaipur,43
452,Customer_452,Jaipur,48
453,Customer_453,Jaipur,36
454,Customer_454,Mumbai,33
455,Customer_455,Mumbai,21
456,Customer_456,Lucknow,51
457,Customer_457,Delhi,56
458,Customer_458,Lucknow,18
459,Customer_459,Delhi,42
460,Customer_460,Jaipur,43
461,Customer_461,Mumbai,50
462,Customer_462,Pune,24
463,Customer_463,Pune,50
464,Customer_464,Pune,51
465,Customer_465,Jaipur,55
466,Customer_466,Delhi,47
467,Customer_467,Mumbai,35
468,Customer_468,Delhi,19
469,Customer_469,Jaipur,20
470,Customer_470,Mumbai,59
471,Customer_471,Mumbai,31
472,Customer_472,Pune,33
473,Customer_473,Lucknow,21
474,Customer_474,Lucknow,27
475,Customer_475,Pune,24
476,Customer_476,Lucknow,52
477,Customer_477,Delhi,60
478,Customer_478,Mumbai,45
479,Customer_479,Mumbai,20
480,Customer_480,Pune,50
481,Customer_481,Pune,48
482,Customer_482,Delhi,53
483,Customer_483,Pune,39
484,Customer_484,Delhi,56
485,Customer_485,Pune,24
486,Customer_486,Lucknow,40
487,Customer_487,Pune,58
488,Customer_488,Pune,48
489,Customer_489,Pune,50
490,Customer_490,Lucknow,27
491,Customer_491,Delhi,20
492,Customer_492,Pune,45
493,Customer_493,Delhi,40
494,Customer_494,Lucknow,21
495,Customer_495,Delhi,52
496,Customer_496,Lucknow,57
497,Customer_497,Jaipur,45
498,Customer_498,Jaipur,33
499,Customer_499,Mumbai,28
500,Customer_500,Lucknow,20
501,Customer_501,Delhi,55
502,Customer_502,Pune,29
503,Customer_503,Pune,19
504,Customer_504,Delhi,33
505,Customer_505,Lucknow,32
506,Customer_506,Jaipur,22
507,Customer_507,Pune,25
508,Customer_508,Lucknow,22
509,Customer_509,Mumbai,32
510,Customer_510,Lucknow,30
511,Customer_511,Delhi,18
512,Customer_512,Jaipur,23
513,Customer_513,Lucknow,35
514,Customer_514,Lucknow,59
515,Customer_515,Mumbai,21
516,Customer_516,Lucknow,51
517,Customer_517,Lucknow,43
518,Customer_518,Jaipur,26
519,Customer_519,Mumbai,45
520,Customer_520,Mumbai,47
521,Customer_521,Pune,21
522,Customer_522,Lucknow,29
523,Customer_523,Lucknow,46
524,Customer_524,Jaipur,56
525,Customer_525,Jaipur,28
526,Customer_526,Jaipur,56
527,Customer_527,Mumbai,40
528,Customer_528,Mumbai,19
529,Customer_529,Pune,29
530,Customer_530,Mumbai,58
531,Customer_531,Jaipur,54
532,Customer_532,Pune,46
533,Customer_533,Jaipur,47
534,Customer_534,Mumbai,45
535,Customer_535,Jaipur,35
536,Customer_536,Mumbai,40
537,Customer_537,Delhi,43
538,Customer_538,Lucknow,19
539,Customer_539,Jaipur,37
540,Customer_540,Delhi,53
541,Customer_541,Jaipur,54
542,Customer_542,Pune,35
543,Customer_543,Mumbai,47
544,Customer_544,Jaipur,41
545,Customer_545,Lucknow,57
546,Customer_546,Jaipur,60
547,Customer_547,Mumbai,53
548,Customer_548,Lucknow,28
549,Customer_549,Jaipur,36
550,Customer_550,Pune,44
551,Customer_551,Delhi,50
552,Customer_552,Mumbai,59
553,Customer_553,Jaipur,25
554,Customer_554,Jaipur,56
555,Customer_555,Jaipur,57
556,Customer_556,Lucknow,47
557,Customer_557,Delhi,42
558,Customer_558,Jaipur,57
559,Customer_559,Pune,53
560,Customer_560,Pune,28
561,Customer_561,Mumbai,32
562,Customer_562,Mumbai,44
563,Customer_563,Jaipur,49
564,Customer_564,Mumbai,44
565,Customer_565,Pune,38
566,Customer_566,Lucknow,43
567,Customer_567,Pune,59
568,Customer_568,Pune,60
569,Customer_569,Pune,60
570,Customer_570,Delhi,43
571,Customer_571,Lucknow,20
572,Customer_572,Mumbai,47
573,Customer_573,Delhi,25
574,Customer_574,Delhi,41
575,Customer_575,Pune,56
576,Customer_576,Pune,43
577,Customer_577,Mumbai,38
578,Customer_578,Delhi,51
579,Customer_579,Lucknow,48
580,Customer_580,Jaipur,57
581,Customer_581,Mumbai,46
582,Customer_582,Delhi,56
583,Customer_583,Delhi,40
584,Customer_584,Delhi,37
585,Customer_585,Jaipur,26
586,Customer_586,Delhi,18
587,Customer_587,Pune,43
588,Customer_588,Jaipur,59
589,Customer_589,Lucknow,18
590,Customer_590,Jaipur,58
591,Customer_591,Lucknow,31
592,Customer_592,Mumbai,57
593,Customer_593,Pune,28
594,Customer_594,Pune,37
595,Customer_595,Jaipur,54
596,Customer_596,Lucknow,49
597,Customer_597,Jaipur,35
598,Customer_598,Delhi,50
599,Customer_599,Mumbai,54
600,Customer_600,Pune,33
601,Customer_601,Pune,41
602,Customer_602,Mumbai,33
603,Customer_603,Lucknow,59
604,Customer_604,Lucknow,32
605,Customer_605,Mumbai,55
606,Customer_606,Jaipur,33
607,Customer_607,Jaipur,35
608,Customer_608,Lucknow,31
609,Customer_609,Lucknow,28
610,Customer_610,Delhi,43
611,Customer_611,Jaipur,41
612,Customer_612,Mumbai,30
613,Customer_613,Lucknow,29
614,Customer_614,Jaipur,57
615,Customer_615,Delhi,26
616,Customer_616,Mumbai,31
617,Customer_617,Delhi,57
618,Customer_618,Delhi,47
619,Customer_619,Mumbai,29
620,Customer_620,Pune,43
621,Customer_621,Lucknow,19
622,Customer_622,Delhi,41
623,Customer_623,Delhi,37
624,Customer_624,Delhi,54
625,Customer_625,Pune,48
626,Customer_626,Jaipur,25
627,Customer_627,Delhi,47
628,Customer_628,Mumbai,27
629,Customer_629,Jaipur,59
630,Customer_630,Delhi,35
631,Customer_631,Mumbai,48
632,Customer_632,Lucknow,22
633,Customer_633,Lucknow,36
634,Customer_634,Pune,19
635,Customer_635,Lucknow,53
636,Customer_636,Mumbai,22
637,Customer_637,Jaipur,26
638,Customer_638,Mumbai,55
639,Customer_639,Pune,47
640,Customer_640,Mumbai,20
641,Customer_641,Pune,47
642,Customer_642,Delhi,27
643,Customer_643,Mumbai,57
644,Customer_644,Pune,58
645,Customer_645,Pune,59
646,Customer_646,Delhi,30
647,Customer_647,Mumbai,32
648,Customer_648,Delhi,38
649,Customer_649,Delhi,35
650,Customer_650,Delhi,41
651,Customer_651,Delhi,50
652,Customer_652,Lucknow,26
653,Customer_653,Pune,26
654,Customer_654,Jaipur,30
655,Customer_655,Pune,53
656,Customer_656,Delhi,19
657,Customer_657,Pune,58
658,Customer_658,Mumbai,22
659,Customer_659,Lucknow,21
660,Customer_660,Mumbai,49
661,Customer_661,Jaipur,40
662,Customer_662,Jaipur,60
663,Customer_663,Pune,37
664,Customer_664,Delhi,58
665,Customer_665,Mumbai,25
666,Customer_666,Delhi,23
667,Customer_667,Mumbai,40
668,Customer_668,Mumbai,37
669,Customer_669,Lucknow,52
670,Customer_670,Mumbai,23
671,Customer_671,Mumbai,54
672,Customer_672,Mumbai,39
673,Customer_673,Delhi,29
674,Customer_674,Jaipur,31
675,Customer_675,Jaipur,59
676,Customer_676,Delhi,39
677,Customer_677,Jaipur,49
678,Customer_678,Lucknow,40
679,Customer_679,Mumbai,51
680,Customer_680,Delhi,60
681,Customer_681,Delhi,26
682,Customer_682,Jaipur,27
683,Customer_683,Jaipur,32
684,Customer_684,Pune,57
685,Customer_685,Lucknow,25
686,Customer_686,Delhi,50
687,Customer_687,Lucknow,57
688,Customer_688,Mumbai,30
689,Customer_689,Lucknow,22
690,Customer_690,Lucknow,38
691,Customer_691,Mumbai,50
692,Customer_692,Mumbai,33
693,Customer_693,Jaipur,43
694,Customer_694,Jaipur,24
695,Customer_695,Pune,32
696,Customer_696,Delhi,40
697,Customer_697,Delhi,43
698,Customer_698,Delhi,54
699,Customer_699,Delhi,34
700,Customer_700,Pune,53
701,Customer_701,Mumbai,39
702,Customer_702,Jaipur,32
703,Customer_703,Delhi,26
704,Customer_704,Mumbai,26
705,Customer_705,Mumbai,43
706,Customer_706,Mumbai,24
707,Customer_707,Pune,45
708,Customer_708,Jaipur,18
709,Customer_709,Delhi,45
710,Customer_710,Delhi,24
711,Customer_711,Delhi,30
712,Customer_712,Jaipur,18
713,Customer_713,Mumbai,42
714,Customer_714,Pune,27
715,Customer_715,Mumbai,35
716,Customer_716,Pune,34
717,Customer_717,Lucknow,32
718,Customer_718,Lucknow,37
719,Customer_719,Pune,54
720,Customer_720,Jaipur,49
721,Customer_721,Jaipur,42
722,Customer_722,Pune,43
723,Customer_723,Mumbai,59
724,Customer_724,Jaipur,36
725,Customer_725,Lucknow,47
726,Customer_726,Lucknow,45
727,Customer_727,Lucknow,38
728,Customer_728,Lucknow,22
729,Customer_729,Lucknow,18
730,Customer_730,Pune,44
731,Customer_731,Lucknow,47
732,Customer_732,Delhi,50
733,Customer_733,Lucknow,48
734,Customer_734,Lucknow,58
735,Customer_735,Pune,28
736,Customer_736,Mumbai,41
737,Customer_737,Delhi,32
738,Customer_738,Mumbai,45
739,Customer_739,Mumbai,50
740,Customer_740,Mumbai,50
741,Customer_741,Jaipur,28
742,Customer_742,Delhi,37
743,Customer_743,Jaipur,27
744,Customer_744,Lucknow,23
745,Customer_745,Pune,29
746,Customer_746,Mumbai,53
747,Customer_747,Delhi,45
748,Customer_748,Lucknow,20
749,Customer_749,Jaipur,52
750,Customer_750,Pune,32
751,Customer_751,Mumbai,43
752,Customer_752,Mumbai,30
753,Customer_753,Lucknow,32
754,Customer_754,Lucknow,34
755,Customer_755,Lucknow,35
756,Customer_756,Lucknow,34
757,Customer_757,Mumbai,19
758,Customer_758,Lucknow,43
759,Customer_759,Lucknow,21
760,Customer_760,Delhi,49
761,Customer_761,Mumbai,53
762,Customer_762,Pune,36
763,Customer_763,Delhi,47
764,Customer_764,Pune,29
765,Customer_765,Jaipur,21
766,Customer_766,Mumbai,41
767,Customer_767,Pune,46
768,Customer_768,Pune,50
769,Customer_769,Pune,21
770,Customer_770,Pune,18
771,Customer_771,Jaipur,59
772,Customer_772,Mumbai,29
773,Customer_773,Jaipur,48
774,Customer_774,Mumbai,45
775,Customer_775,Pune,22
776,Customer_776,Mumbai,21
777,Customer_777,Jaipur,22
778,Customer_778,Lucknow,55
779,Customer_779,Mumbai,19
780,Customer_780,Delhi,41
781,Customer_781,Mumbai,59
782,Customer_782,Lucknow,52
783,Customer_783,Jaipur,45
784,Customer_784,Lucknow,55
785,Customer_785,Pune,24
786,Customer_786,Delhi,22
787,Customer_787,Mumbai,19
788,Customer_788,Lucknow,51
789,Customer_789,Delhi,27
790,Customer_790,Delhi,36
791,Customer_791,Pune,25
792,Customer_792,Delhi,59
793,Customer_793,Lucknow,19
794,Customer_794,Pune,35
795,Customer_795,Delhi,42
796,Customer_796,Mumbai,44
797,Customer_797,Delhi,33
798,Customer_798,Mumbai,28
799,Customer_799,Lucknow,45
800,Customer_800,Lucknow,20
801,Customer_801,Lucknow,35
802,Customer_802,Delhi,33
803,Customer_803,Lucknow,33
804,Customer_804,Delhi,31
805,Customer_805,Mumbai,29
806,Customer_806,Lucknow,18
807,Customer_807,Mumbai,25
808,Customer_808,Lucknow,30
809,Customer_809,Mumbai,36
810,Customer_810,Pune,23
811,Customer_811,Mumbai,58
812,Customer_812,Mumbai,54
813,Customer_813,Mumbai,24
814,Customer_814,Pune,49
815,Customer_815,Mumbai,31
816,Customer_816,Mumbai,42
817,Customer_817,Pune,18
818,Customer_818,Delhi,32
819,Customer_819,Lucknow,37
820,Customer_820,Pune,36
821,Customer_821,Lucknow,37
822,Customer_822,Delhi,37
823,Customer_823,Delhi,48
824,Customer_824,Lucknow,60
825,Customer_825,Mumbai,56
826,Customer_826,Lucknow,40
827,Customer_827,Pune,57
828,Customer_828,Jaipur,56
829,Customer_829,Jaipur,59
830,Customer_830,Delhi,52
831,Customer_831,Mumbai,59
832,Customer_832,Lucknow,32
833,Customer_833,Lucknow,58
834,Customer_834,Mumbai,22
835,Customer_835,Jaipur,23
836,Customer_836,Lucknow,27
837,Customer_837,Jaipur,19
838,Customer_838,Mumbai,42
839,Customer_839,Mumbai,48
840,Customer_840,Pune,51
841,Customer_841,Mumbai,45
842,Customer_842,Mumbai,24
843,Customer_843,Pune,39
844,Customer_844,Pune,45
845,Customer_845,Mumbai,33
846,Customer_846,Lucknow,34
847,Customer_847,Jaipur,38
848,Customer_848,Delhi,20
849,Customer_849,Delhi,25
850,Customer_850,Mumbai,36
851,Customer_851,Delhi,46
852,Customer_852,Lucknow,32
853,Customer_853,Mumbai,33
854,Customer_854,Delhi,20
855,Customer_855,Delhi,25
856,Customer_856,Jaipur,25
857,Customer_857,Jaipur,54
858,Customer_858,Lucknow,45
859,Customer_859,Lucknow,19
860,Customer_860,Delhi,29
861,Customer_861,Delhi,30
862,Customer_862,Mumbai,23
863,Customer_863,Pune,51
864,Customer_864,Lucknow,35
865,Customer_865,Delhi,29
866,Customer_866,Lucknow,37
867,Customer_867,Mumbai,56
868,Customer_868,Delhi,29
869,Customer_869,Delhi,18
870,Customer_870,Delhi,59
871,Customer_871,Jaipur,47
872,Customer_872,Delhi,59
873,Customer_873,Lucknow,18
874,Customer_874,Mumbai,39
875,Customer_875,Delhi,33
876,Customer_876,Pune,25
877,Customer_877,Mumbai,30
878,Customer_878,Delhi,45
879,Customer_879,Pune,49
880,Customer_880,Delhi,35
881,Customer_881,Lucknow,57
882,Customer_882,Mumbai,38
883,Customer_883,Jaipur,32
884,Customer_884,Lucknow,32
885,Customer_885,Mumbai,49
886,Customer_886,Jaipur,25
887,Customer_887,Jaipur,43
888,Customer_888,Pune,21
889,Customer_889,Jaipur,20
890,Customer_890,Jaipur,47
891,Customer_891,Mumbai,53
892,Customer_892,Jaipur,53
893,Customer_893,Delhi,60
894,Customer_894,Lucknow,43
895,Customer_895,Pune,25
896,Customer_896,Jaipur,36
897,Customer_897,Pune,44
898,Customer_898,Mumbai,28
899,Customer_899,Mumbai,25
900,Customer_900,Delhi,35
901,Customer_901,Lucknow,26
902,Customer_902,Jaipur,45
903,Customer_903,Lucknow,20
904,Customer_904,Mumbai,59
905,Customer_905,Delhi,21
906,Customer_906,Mumbai,20
